Unnamed: 0,food_code,food_name,food_group_nin,energy_kcal,carb_g,protein_g,fat_g,freesugar_g,fibre_g,cholesterol_mg,allergies,region,Serving_Size_g,food_type,protein_calorie_ratio,nutrient_score,health_score,diversity_score,energy_category
982,NID134,Methi Paratha,Vegetarian,279.9999999,43.44827585,6.758620688,7.724137929,4.827586206,4.827586206,0,Gluten,North India,100,breakfast,0.02413793103,0.9655172414,30.5,3,Medium
983,NID135,Murg Pulao,Vegetarian,502,65.47826087,27.28260869,19.64347826,9.82173913,7.639130434,54.56521739,Meat,North India,100,dinner,0.05434782609,1.091304348,75.5,1,High
984,NID136,Aloo Baingan,Vegetarian,320,45,8,12,6,5,0,Legumes,North India,100,dinner,0.025,1,33,1,Medium
985,NID137,Balti Gosht,Vegetarian,419.9999999,30.625,21.875,17.5,8.749999999,6.124999999,52.49999999,Meat,North India,100,dinner,0.05208333333,0.875,69,1,High
986,NID138,Paneer Makhanwala,Vegetarian,436.9999999,33.98888888,17.48,24.27777777,6.797777776,5.826666665,0,Dairy,North India,100,lunch,0.04,0.9711111111,73.5,1,High
987,NID139,Khichdi,Vegetarian,320,50,12,8,5,6,0,Legumes,North India,100,dinner,0.0375,1,52.5,9,Medium
988,NID140,Vegetable Samosa,Vegetarian,250,39.77272727,5.681818182,11.36363636,7.954545455,5.681818182,0,Gluten,North India,100,snacks,0.02272727273,1.136363636,19.5,3,Medium
989,NID141,Pakodi,Vegetarian,300,48,9.6,14.4,7.2,6,0,Gluten,North India,100,dinner,0.032,1.2,33,1,Medium
990,NID142,Gajar Ka Halwa,Vegetarian,256,36.57142857,5.485714286,7.314285714,16.45714286,2.742857143,0,Dairy,North India,100,dinner,0.02142857143,0.9142857143,3,1,Medium
991,NID143,Chana Chaat,Vegetarian,189,31.5,6.3,5.25,3.15,4.2,0,Legumes,North India,100,snacks,0.03333333333,1.05,27.5,8,Low
992,NID144,Chaas,Vegetarian,117.9999999,9.833333329,5.899999997,5.899999997,6.88333333,2.949999999,0,Dairy,North India,100,dinner,0.05,0.9833333333,19.5,4,Low
993,NID145,Lemon Rice,Vegetarian,333,55.5,8.072727273,9.081818182,5.045454545,6.054545454,0,Gluten,North India,100,lunch,0.02424242424,1.009090909,36.5,1,Medium
994,NID146,Palak Chaat,Vegetarian,220.0000001,28.69565219,6.695652177,7.652173916,5.739130437,3.826086958,0,Gluten,North India,100,snacks,0.03043478261,0.9565217391,27,5,Medium
995,NID147,Masoor Dal,Vegetarian,294,45.62068966,15.20689655,6.082758621,5.068965517,6.082758621,0,Legumes,North India,100,lunch,0.05172413793,1.013793103,64.5,3,Medium
996,NID148,Chole Bhature,Vegetarian,500,65,15,20,8,6,0,Gluten,North India,100,lunch,0.03,1,60,7,High
997,NID149,Shahi Tukda,Vegetarian,367,52.42857143,8.388571429,15.72857143,18.87428571,3.145714286,0,Dairy,North India,100,dinner,0.02285714286,1.048571429,11,2,Medium
998,NID150,Chana Aloo,Vegetarian,311.9999999,43.87499998,14.62499999,7.799999997,5.849999998,6.824999998,0,Legumes,North India,100,dinner,0.046875,0.975,65,1,Medium
999,NID151,Kadhi Pakora,Vegetarian,381.9999999,42.97499999,9.549999999,17.19,4.774999999,5.729999999,0,Dairy,North India,100,snacks,0.025,0.955,44.5,2,Medium
1000,NID152,Bhindi Masala,Vegetarian,295.9999999,39.46666665,6.906666663,11.83999999,4.933333331,5.919999997,0,Legumes,North India,100,dinner,0.02333333333,0.9866666667,32.5,3,Medium
1001,NID153,Dum Aloo,Vegetarian,420,55.26315789,11.05263158,22.10526316,6.631578947,6.631578947,0,Legumes,North India,100,dinner,0.02631578947,1.105263158,43,3,Medium
1002,NID154,Malai Kebab,Vegetarian,275,9.821428573,24.55357143,14.73214286,5.892857144,3.928571429,58.92857144,Meat,North India,100,dinner,0.08928571429,0.9821428571,69,1,Medium
1003,NID155,Vegetable Tikki,Vegetarian,258,36.12,7.224,10.32,7.224,5.16,0,Gluten,North India,100,dinner,0.028,1.032,27.5,1,Medium
1004,NID156,Aloo Gobi,Vegetarian,330,45,6,14,5,6,0,Legumes,North India,100,dinner,0.01818181818,1,28.5,3,Medium
1005,NID157,Paneer Korma,Vegetarian,418,37.15555555,13.93333333,20.43555555,7.431111111,5.573333333,0,Dairy,North India,100,lunch,0.03333333333,0.9288888889,60,1,High
1006,NID158,Chana Pulao,Vegetarian,341.0000001,50.6891892,9.216216219,8.294594597,5.529729731,6.451351353,0,Gluten,North India,100,dinner,0.02702702703,0.9216216216,45,4,Medium
1007,NID159,Chicken Seekh Kebab,Non-Vegetarian,302,10.4137931,26.03448276,18.74482759,6.248275862,5.206896552,62.48275862,Meat,North India,100,lunch,0.08620689655,1.04137931,71,2,Medium
1008,NID160,Saag Aloo,Vegetarian,298.0000001,41.90625001,6.518750002,9.312500003,4.656250002,5.587500002,0,Legumes,North India,100,dinner,0.021875,0.93125,32.5,3,Medium
1009,NID161,Palak Paneer,Vegetarian,381.9999999,33.425,19.1,17.19,6.684999999,5.729999999,0,Dairy,North India,100,lunch,0.05,0.955,81.5,4,Medium
1010,NID162,Masala Khichdi,Vegetarian,349,56.45588235,12.31764706,9.238235294,7.185294118,6.158823529,0,Legumes,North India,100,dinner,0.03529411765,1.026470588,49.5,5,Medium
1011,NID163,Gulab Jamun,Vegetarian,274,42.15384615,6.323076923,10.53846154,18.96923077,3.161538462,0,Dairy,North India,100,dinner,0.02307692308,1.053846154,3,2,Medium
1012,NID164,Tandoori Chicken,Non-Vegetarian,321.9999999,4.599999999,26.21999999,16.56,5.519999999,4.599999999,64.39999998,Meat,North India,100,lunch,0.08142857143,0.8457142857,80,1,Medium
1013,NID165,Chole Puri,Vegetarian,366,50.32499999,12.81,9.149999999,4.574999999,6.404999999,0,Gluten,North India,100,dinner,0.035,0.915,62.5,1,Medium
1014,NID166,Chana Masala,Vegetarian,320,48.48484848,11.63636364,7.757575758,4.848484848,6.787878788,0,Legumes,North India,100,dinner,0.03636363636,0.9696969697,54.5,8,Medium
1015,NID167,Paneer Lababdar,Vegetarian,452,34.39130435,14.73913044,25.05652174,7.860869566,5.895652174,0,Dairy,North India,100,lunch,0.03260869565,0.9336956522,60,3,High
1016,NID168,Vegetable Jalfrezi,Vegetarian,353.9999999,37.26315788,7.452631577,16.76842105,6.52105263,4.657894735,0,Gluten,North India,100,dinner,0.02105263158,0.9315789474,31.5,1,Medium
1017,NID169,Chana Daal,Vegetarian,311.9999999,43.87499998,14.62499999,7.799999997,4.874999998,5.849999998,0,Legumes,North India,100,dinner,0.046875,0.975,64.5,3,Medium
1018,NID170,Dum Gosht,Vegetarian,485.0000002,39.59183675,24.74489797,24.74489797,9.897959187,6.928571431,59.38775512,Meat,North India,100,dinner,0.05102040816,0.9897959184,69,1,High
1019,NID120,Chicken Curry,Non-Vegetarian,400,18,32,20,5,3,60,Meat,North India,100,dinner,0.08,1.12,60,2,High
1020,SID101,Prawn Masala,Non-Vegetarian,450,15,30,25,4,2.5,75,Seafood,South India,100,dinner,0.067,1.09,55,1,High
1021,GJ112,Masala Bhindi,Vegetarian,220,18,7,15,5,4,0,Gluten,Gujarat,100,lunch,0.0318,1.05,35,3,Medium
1022,NID150,Paneer Butter Masala,Vegetarian,350,22,15,25,8,3.5,0,Dairy,North India,100,dinner,0.0428,1.12,50,1,High
1023,SID045,Tomato Rasam,Vegetarian,180,35,5,3,7,2.5,0,Gluten,South India,100,soup,0.0278,1.07,30,4,Low
1024,NID100,Chicken Biryani,Non-Vegetarian,550,65,20,22,6,4.5,70,Meat,North India,100,lunch,0.0364,1,65,1,High
1025,RJ060,Grilled Fish,Non-Vegetarian,400,10,30,18,3,1,80,Fish,Rajasthan,100,dinner,0.075,1.05,58,2,High
1026,SID203,Ragi Dosa,Vegetarian,250,40,8,6,4,5,0,Gluten,South India,100,breakfast,0.032,1.1,42,3,Medium
1027,GJ045,Sev Khamani,Vegetarian,220,35,8,9,5,4.5,0,Gluten,Gujarat,100,breakfast,0.0364,1.08,40,4,Medium
1028,NID025,Moong Dal Chilla,Vegetarian,180,30,10,5,3,5,0,Legumes,North India,100,breakfast,0.0555,1.03,50,5,Medium
1029,SID013,Vegetable Kurma,Vegetarian,320,45,7,15,6,4.5,0,Gluten,South India,100,dinner,0.0219,1.02,36,3,Medium
1030,RJ055,Dal Baati Churma,Vegetarian,500,70,12,20,8,7,0,Legumes,Rajasthan,100,lunch,0.024,1.08,48,2,High
1031,GJ075,Undhiyu,Vegetarian,350,45,10,15,6,5,0,Gluten,Gujarat,100,lunch,0.0286,1.05,60,3,High
1032,NID130,Butter Chicken,Non-Vegetarian,480,12,30,30,6,3.5,65,Meat,North India,100,dinner,0.0625,1.03,70,1,High
1033,SID058,Sambar,Vegetarian,150,25,7,5,4,6,0,Legumes,South India,100,dinner,0.0467,1,50,4,Medium
1034,GJ060,Kadhi Pakora,Vegetarian,320,35,12,15,7,6,0,Gluten,Gujarat,100,lunch,0.0375,1.09,65,2,High
1035,NID140,Rajma,Vegetarian,350,50,15,10,4,8,0,Legumes,North India,100,dinner,0.0429,1.08,45,3,High
1036,SID077,Idli,Vegetarian,150,30,5,2,2,4,0,Gluten,South India,100,breakfast,0.0333,1.07,20,4,Low
1037,GJ065,Khichdi,Vegetarian,280,50,8,6,4,5,0,Gluten,Gujarat,100,dinner,0.0285,1.06,35,3,Medium
1038,NID110,Mutton Rogan Josh,Non-Vegetarian,500,15,35,30,6,3.5,80,Meat,North India,100,dinner,0.07,1.04,65,1,High
1039,SID152,Vegetable Pulao,Vegetarian,380,65,8,12,6,4.5,0,Gluten,South India,100,lunch,0.021,1.03,50,3,Medium
1040,GJ140,Chana Masala,Vegetarian,300,45,15,8,5,6,0,Legumes,Gujarat,100,lunch,0.05,1.1,45,2,Medium
1041,NID115,Chicken Korma,Non-Vegetarian,450,20,30,25,5,3.5,65,Meat,North India,100,dinner,0.0667,1.02,55,1,High
1042,SID111,Vegetable Biryani,Vegetarian,380,60,10,12,5,4,0,Gluten,South India,100,lunch,0.0263,1.01,48,3,Medium
1043,GJ125,Papad,Vegetarian,100,25,2,0.5,0,2.5,0,Gluten,Gujarat,100,side dish,0.02,1.05,12,5,Low
1044,NID135,Palak Paneer,Vegetarian,350,18,15,20,5,4.5,0,Dairy,North India,100,dinner,0.0428,1.06,52,2,Medium
1045,SID009,Besan Chilla,Vegetarian,240,30,12,8,3,6,0,Legumes,South India,100,breakfast,0.05,1.08,45,4,Medium
1046,GJ085,Masala Dosa,Vegetarian,350,50,8,15,5,4.5,0,Gluten,Gujarat,100,breakfast,0.0229,1.1,38,3,Medium
1047,NID145,Chicken Seekh Kebab,Non-Vegetarian,500,10,30,35,4,3,75,Meat,North India,100,dinner,0.06,1.07,60,1,High
1048,SID155,Masala Prawn,Non-Vegetarian,400,15,30,25,5,3.5,80,Seafood,South India,100,dinner,0.075,1.08,55,2,High
1049,GJ110,Handvo,Vegetarian,280,40,12,10,6,4,0,Gluten,Gujarat,100,lunch,0.0429,1.04,47,3,Medium
1050,NID160,Chole Bhature,Vegetarian,550,75,20,20,8,7,0,Legumes,North India,100,lunch,0.0364,1.03,50,2,High
1051,NID170,Grilled Chicken Breast,Non-Vegetarian,250,0,50,6,0,1,85,Meat,North India,100,dinner,0.2,1.07,75,1,High
1052,SID160,Vegetable Stew,Vegetarian,220,35,8,8,4,5,0,Gluten,South India,100,dinner,0.0364,1.05,50,2,Medium
1053,GJ150,Shakshuka,Vegetarian,350,35,20,15,5,6,0,Gluten,Gujarat,100,dinner,0.0571,1.1,60,3,Medium
1054,NID175,Chicken Shawarma,Non-Vegetarian,400,30,35,18,4,3.5,90,Meat,North India,100,dinner,0.0875,1.06,68,1,High
1055,SID180,Masoor Dal,Vegetarian,280,50,15,8,4,8,0,Legumes,South India,100,lunch,0.0536,1.09,60,2,Medium
1056,GJ160,Pulao with Paneer,Vegetarian,370,50,15,12,6,4.5,0,Gluten,Gujarat,100,lunch,0.04,1.07,55,3,Medium
1057,NID180,Beef Steak,Non-Vegetarian,500,0,45,30,0,0,80,Meat,North India,100,dinner,0.09,1.03,72,1,High
1058,SID190,Idli Sambar,Vegetarian,300,50,10,8,5,6,0,Gluten,South India,100,breakfast,0.0333,1.05,45,4,Medium
1059,GJ170,Khaman Dhokla,Vegetarian,250,45,8,8,5,5,0,Gluten,Gujarat,100,breakfast,0.032,1.04,50,5,Medium
1060,NID185,Tandoori Chicken,Non-Vegetarian,380,10,40,18,3,2,75,Meat,North India,100,dinner,0.105,1.02,68,1,High
1061,SID200,Vegetable Pulao with Tofu,Vegetarian,350,60,12,12,5,5,0,Gluten,South India,100,lunch,0.0343,1.09,60,3,Medium
1062,GJ180,Chole,Vegetarian,300,50,14,10,5,7,0,Legumes,Gujarat,100,lunch,0.0467,1.06,55,2,Medium
1063,NID190,Butter Chicken,Non-Vegetarian,450,12,32,30,6,4,70,Meat,North India,100,dinner,0.0711,1.05,60,1,High
1064,SID210,Vegetable Sambar,Vegetarian,230,35,8,6,3,4.5,0,Gluten,South India,100,soup,0.0348,1.02,40,3,Medium
1065,GJ190,Moong Dal Chilla,Vegetarian,250,35,14,8,3,6,0,Legumes,Gujarat,100,breakfast,0.056,1.08,52,4,Medium
1066,NID200,Grilled Fish with Lemon,Non-Vegetarian,300,10,25,15,2,1.5,85,Fish,North India,100,dinner,0.0833,1.07,67,1,High
1067,SID220,Pongal,Vegetarian,350,50,8,12,4,5.5,0,Gluten,South India,100,breakfast,0.0229,1.06,60,4,Medium
1068,GJ200,Khichdi with Ghee,Vegetarian,320,50,12,12,4,5,0,Gluten,Gujarat,100,dinner,0.0375,1.05,50,3,Medium
1069,NID210,Chicken Korma,Non-Vegetarian,500,18,32,30,5,4,70,Meat,North India,100,dinner,0.064,1.04,75,1,High
1070,SID230,Vegetable Biryani,Vegetarian,400,60,10,12,6,5,0,Gluten,South India,100,lunch,0.025,1.03,52,3,Medium
1071,GJ210,Fulwadi,Vegetarian,350,55,10,12,6,6,0,Gluten,Gujarat,100,breakfast,0.0286,1.06,58,4,Medium
1072,NID220,Mutton Keema,Non-Vegetarian,450,12,35,28,5,3,90,Meat,North India,100,dinner,0.0778,1.02,70,1,High
1073,SID240,Tomato Chutney,Vegetarian,150,35,5,2,7,3.5,0,Gluten,South India,100,side dish,0.0333,1.04,30,5,Low
1074,GJ220,Shrimp Curry,Non-Vegetarian,420,15,30,20,6,3,85,Seafood,Gujarat,100,dinner,0.0714,1.08,65,2,High
1075,NID230,Chicken Tikka,Non-Vegetarian,350,8,30,20,4,3,75,Meat,North India,100,dinner,0.0857,1.03,65,1,High
1076,SID250,Avocado Salad,Vegetarian,300,15,6,20,5,7,0,Gluten,South India,100,side dish,0.02,1.07,40,4,Medium
1077,GJ230,Patra,Vegetarian,250,30,8,12,5,6,0,Gluten,Gujarat,100,breakfast,0.032,1.05,50,4,Medium
1078,NID240,Mutton Biryani,Non-Vegetarian,550,65,25,25,6,4,80,Meat,North India,100,lunch,0.0455,1.06,70,1,High
1079,SID260,Spinach Dal,Vegetarian,280,45,14,10,5,7,0,Legumes,South India,100,lunch,0.05,1.07,55,3,Medium
1080,GJ240,Pineapple Chutney,Vegetarian,120,30,2,1,8,3.5,0,Gluten,Gujarat,100,side dish,0.0167,1.05,20,5,Low
1081,NID250,Beef Curry,Non-Vegetarian,480,15,35,25,4,3.5,85,Meat,North India,100,dinner,0.0729,1.03,65,1,High
1082,SID270,Vegetable Pakora,Vegetarian,250,30,8,12,4,5,0,Gluten,South India,100,side dish,0.032,1.06,45,4,Medium
1083,GJ250,Lauki Thepla,Vegetarian,300,50,12,10,4,6,0,Gluten,Gujarat,100,lunch,0.04,1.07,55,3,Medium
1084,NID260,Chicken Masala,Non-Vegetarian,450,18,35,22,6,4,75,Meat,North India,100,dinner,0.0778,1.04,65,1,High
1085,SID280,Vegetable Dosa,Vegetarian,300,50,8,12,5,4.5,0,Gluten,South India,100,breakfast,0.0267,1.05,48,3,Medium
1086,GJ260,Moong Dal Khichdi,Vegetarian,280,50,12,6,4,5,0,Legumes,Gujarat,100,dinner,0.0429,1.06,50,3,Medium
1087,NID270,Grilled Salmon,Non-Vegetarian,400,0,40,25,2,1.5,70,Fish,North India,100,dinner,0.1,1.04,75,1,High
1088,SID290,Bajra Khichdi,Vegetarian,330,50,8,10,5,6,0,Gluten,South India,100,dinner,0.0242,1.07,55,3,Medium
1089,GJ270,Bhel Puri,Vegetarian,280,40,6,12,8,3.5,0,Gluten,Gujarat,100,side dish,0.0214,1.03,50,4,Low
1090,NID280,Tandoori Fish,Non-Vegetarian,350,5,30,20,4,2,80,Meat,North India,100,dinner,0.0857,1.06,68,1,High
1091,SID300,Vegetable Pulav with Tofu,Vegetarian,380,55,15,15,6,4,0,Gluten,South India,100,lunch,0.0395,1.08,58,3,Medium
1092,GJ280,Sev Usal,Vegetarian,350,50,12,10,7,5,0,Gluten,Gujarat,100,lunch,0.0343,1.04,50,4,Medium
1093,NID290,Grilled Chicken with Veggies,Non-Vegetarian,380,10,35,20,5,3.5,70,Meat,North India,100,dinner,0.0921,1.03,72,1,High
1094,SID310,Vegetable Soup,Vegetarian,180,30,8,4,4,3.5,0,Gluten,South India,100,soup,0.0444,1.02,30,5,Low
1095,GJ290,Chaas,Vegetarian,90,10,5,4,6,1.5,0,Dairy,Gujarat,100,side dish,0.0556,1.05,20,4,Low
1096,NID300,Chicken Salad,Non-Vegetarian,350,5,35,18,4,2,85,Meat,North India,100,side dish,0.1,1.06,68,1,High
1097,SID320,Onion Raita,Vegetarian,120,10,5,6,7,1.5,0,Dairy,South India,100,side dish,0.0417,1.04,25,5,Low
1098,GJ300,Chutney Sandwich,Vegetarian,350,55,8,12,6,4,0,Gluten,Gujarat,100,lunch,0.0229,1.05,45,4,Medium
1099,NID310,Chicken Pulao,Non-Vegetarian,450,60,25,12,5,5.5,60,Meat,North India,100,lunch,0.0556,1.04,70,1,High
1100,SID330,Vegetable Tofu Stir-Fry,Vegetarian,280,40,12,10,6,5,0,Gluten,South India,100,dinner,0.0429,1.06,55,3,Medium
1101,NID320,Grilled Tofu,Vegetarian,150,8,18,8,1,2,0,Gluten,North India,100,dinner,0.12,1.07,65,1,Low
1102,SID340,Vegetable Soup,Vegetarian,100,20,6,2,3,3.5,0,Gluten,South India,100,soup,0.06,1.06,40,3,Low
1103,GJ310,Spinach and Paneer,Vegetarian,180,12,15,8,2,3,0,Gluten,Gujarat,100,lunch,0.0833,1.08,60,4,Low
1104,NID330,Boiled Egg Whites,Non-Vegetarian,100,2,20,0.5,0,0,0,Meat,North India,100,breakfast,0.2,1.05,80,1,Low
1105,SID350,Cucumber Salad,Vegetarian,50,10,2,0.5,3,1.5,0,Gluten,South India,100,side dish,0.04,1.03,30,4,Low
1106,GJ320,Zucchini Stir Fry,Vegetarian,120,25,5,2,6,5,0,Gluten,Gujarat,100,dinner,0.0417,1.07,45,4,Low
1107,NID340,Chicken Breast (Grilled),Non-Vegetarian,230,0,45,5,0,0.5,70,Meat,North India,100,dinner,0.1957,1.09,75,1,Low
1108,SID360,Tomato Soup,Vegetarian,80,15,4,1,5,2,0,Gluten,South India,100,soup,0.05,1.04,35,3,Low
1109,GJ330,Baked Salmon,Non-Vegetarian,250,0,22,15,1,0.5,65,Fish,Gujarat,100,dinner,0.088,1.08,70,1,Low
1110,NID350,Steamed Broccoli,Vegetarian,55,10,4,0.5,2,5,0,Gluten,North India,100,side dish,0.0727,1.05,50,2,Low
1111,SID370,Grilled Cauliflower,Vegetarian,110,20,5,3,4,5,0,Gluten,South India,100,side dish,0.0455,1.06,60,3,Low
1112,GJ340,Chia Pudding,Vegetarian,150,15,5,8,5,4,0,Gluten,Gujarat,100,dessert,0.0333,1.08,55,4,Low
1113,NID360,Lean Beef (Grilled),Non-Vegetarian,290,0,40,15,0,0,75,Meat,North India,100,dinner,0.1379,1.07,75,1,Low
1114,SID380,Carrot Salad,Vegetarian,90,20,3,0.5,5,5,0,Gluten,South India,100,side dish,0.0333,1.04,30,4,Low
1115,GJ350,Paneer Bhurji,Vegetarian,200,10,14,12,5,2,0,Gluten,Gujarat,100,lunch,0.07,1.05,60,3,Low
1116,NID370,Tuna Salad,Non-Vegetarian,180,5,30,6,1,3,55,Meat,North India,100,side dish,0.1667,1.08,70,1,Low
1117,SID390,Broccoli Stir Fry,Vegetarian,120,20,6,2,3,6,0,Gluten,South India,100,dinner,0.05,1.07,50,4,Low
1118,GJ360,Spaghetti Squash with Veggies,Vegetarian,140,28,5,2,7,5,0,Gluten,Gujarat,100,lunch,0.0357,1.06,60,4,Low
1119,NID380,Turkey Breast,Non-Vegetarian,190,0,40,3,0,0.5,60,Meat,North India,100,dinner,0.2105,1.09,70,1,Low
1120,SID400,Grilled Asparagus,Vegetarian,70,12,3,2,3,5,0,Gluten,South India,100,side dish,0.0429,1.05,50,4,Low
1121,GJ370,Greek Yogurt with Berries,Vegetarian,180,25,10,4,7,5,0,Dairy,Gujarat,100,dessert,0.0556,1.08,60,4,Low
1122,NID390,Grilled Shrimp,Non-Vegetarian,220,0,35,8,1,1.5,85,Meat,North India,100,dinner,0.1591,1.07,75,1,Low
1123,SID410,Zucchini Noodles,Vegetarian,80,15,3,1,5,4,0,Gluten,South India,100,dinner,0.0375,1.06,50,5,Low
1124,GJ380,Green Bean Stir Fry,Vegetarian,100,15,4,2,3,5,0,Gluten,Gujarat,100,dinner,0.04,1.05,45,4,Low
1125,NID400,Chicken Caesar Salad,Non-Vegetarian,350,5,30,18,3,3,60,Meat,North India,100,lunch,0.0857,1.08,70,1,Low
1126,SID420,Watermelon Salad,Vegetarian,50,12,1,0.5,5,1,0,Gluten,South India,100,side dish,0.02,1.03,30,4,Low
1127,GJ390,Baked Sweet Potato,Vegetarian,150,35,4,0.5,10,5,0,Gluten,Gujarat,100,side dish,0.0267,1.07,50,3,Low
1128,NID410,Grilled Chicken with Salad,Non-Vegetarian,280,5,35,15,3,3.5,70,Meat,North India,100,dinner,0.125,1.08,70,1,Low
1129,SID430,Carrot and Celery Sticks,Vegetarian,60,14,2,0.5,6,3,0,Gluten,South India,100,side dish,0.0333,1.04,40,4,Low
1130,GJ400,Chickpea Salad,Vegetarian,220,35,8,6,5,6,0,Gluten,Gujarat,100,side dish,0.0364,1.07,55,3,Low
1131,NID420,Grilled Fish with Veggies,Non-Vegetarian,280,6,28,12,2,2.5,75,Meat,North India,100,dinner,0.1,1.06,72,1,Low
1132,SID440,Tomato Cucumber Salad,Vegetarian,40,8,2,0.5,4,2,0,Gluten,South India,100,side dish,0.05,1.05,30,4,Low
1133,GJ410,Avocado Toast,Vegetarian,220,30,5,10,5,7,0,Gluten,Gujarat,100,breakfast,0.0227,1.06,65,4,Low
1134,NID430,Baked Chicken Wings,Non-Vegetarian,300,0,30,20,0,0,75,Meat,North India,100,dinner,0.1,1.08,70,1,Low
1135,SID450,Grilled Mushrooms,Vegetarian,110,10,5,4,4,3,0,Gluten,South India,100,dinner,0.0455,1.05,50,3,Low
1136,GJ420,Raw Kale Salad,Vegetarian,120,10,6,5,3,7,0,Gluten,Gujarat,100,side dish,0.05,1.07,55,3,Low
1137,NID440,Chicken Stir Fry with Veggies,Non-Vegetarian,250,10,30,10,5,3,65,Meat,North India,100,dinner,0.12,1.08,75,1,Low
1138,SID460,Baked Kale Chips,Vegetarian,90,15,4,2,4,5,0,Gluten,South India,100,side dish,0.0444,1.06,45,4,Low
1139,GJ430,Vegetable Stir Fry,Vegetarian,150,25,5,4,6,6,0,Gluten,Gujarat,100,dinner,0.0333,1.07,55,3,Low
1140,NID450,Tilapia Fillet,Non-Vegetarian,220,0,30,10,1,2.5,65,Meat,North India,100,dinner,0.1364,1.08,80,1,Low
1141,SID470,Grilled Peppers,Vegetarian,90,20,3,1,5,5,0,Gluten,South India,100,side dish,0.0333,1.05,50,4,Low
1142,GJ440,Boiled Chickpeas,Vegetarian,130,20,7,2,4,6,0,Gluten,Gujarat,100,side dish,0.0538,1.06,55,3,Low
1143,NID460,Grilled Zucchini,Vegetarian,70,14,3,1.5,3,4,0,Gluten,North India,100,side dish,0.0429,1.05,45,4,Low
1144,SID480,Avocado Salad,Vegetarian,150,15,3,10,4,5,0,Gluten,South India,100,side dish,0.02,1.08,60,4,Low
1145,GJ450,Steamed Green Beans,Vegetarian,50,10,2,0.5,2,4,0,Gluten,Gujarat,100,side dish,0.04,1.03,30,3,Low
1146,NID470,Lean Ground Turkey,Non-Vegetarian,200,0,30,10,0,0,70,Meat,North India,100,dinner,0.15,1.08,75,1,Low
1147,SID490,Pea Soup,Vegetarian,90,20,6,1,4,5,0,Gluten,South India,100,soup,0.0667,1.05,50,3,Low
1148,GJ460,Quinoa Salad,Vegetarian,180,30,6,4,3,5,0,Gluten,Gujarat,100,side dish,0.0333,1.07,60,3,Low
1149,NID480,Grilled Shrimp Skewers,Non-Vegetarian,220,0,25,10,1,1.5,90,Meat,North India,100,dinner,0.1136,1.08,70,1,Low
1150,SID500,Steamed Sweet Corn,Vegetarian,100,22,4,1,4,3,0,Gluten,South India,100,side dish,0.04,1.04,40,4,Low
1151,GJ470,Stuffed Bell Peppers,Vegetarian,180,25,7,8,5,6,0,Gluten,Gujarat,100,lunch,0.0389,1.06,65,3,Low
1152,NID490,Roast Pork,Non-Vegetarian,280,0,30,16,0,0,70,Meat,North India,100,dinner,0.1071,1.07,80,1,Low
1153,SID510,Chickpea Soup,Vegetarian,120,22,8,3,4,6,0,Gluten,South India,100,soup,0.0667,1.06,55,3,Low
1154,GJ480,Cabbage Stir Fry,Vegetarian,90,12,4,4,3,5,0,Gluten,Gujarat,100,dinner,0.0444,1.04,50,3,Low
1155,NID500,Turkey Meatballs,Non-Vegetarian,210,10,25,10,2,2,60,Meat,North India,100,lunch,0.119,1.08,75,1,Low
1156,SID520,Grilled Spinach,Vegetarian,80,15,5,3,4,7,0,Gluten,South India,100,dinner,0.0625,1.05,45,4,Low
1157,GJ490,Beetroot Salad,Vegetarian,100,18,3,1.5,6,5,0,Gluten,Gujarat,100,side dish,0.03,1.07,60,3,Low
1158,NID510,Grilled Chicken Thigh,Non-Vegetarian,250,0,30,12,1,1,80,Meat,North India,100,dinner,0.12,1.09,75,1,Low
1159,SID530,Cucumber Tomato Salad,Vegetarian,70,15,3,1,4,4,0,Gluten,South India,100,side dish,0.0429,1.04,40,4,Low
1160,GJ500,Grilled Tempeh,Vegetarian,220,15,20,10,3,5,0,Gluten,Gujarat,100,dinner,0.0909,1.08,60,3,Low
1161,NID520,Beef Jerky,Non-Vegetarian,250,5,30,12,2,0,65,Meat,North India,100,side dish,0.12,1.09,70,1,Low
1162,SID540,Boiled Green Beans,Vegetarian,60,12,3,0.5,4,4.5,0,Gluten,South India,100,side dish,0.05,1.03,35,4,Low
1163,GJ510,Roasted Chickpeas,Vegetarian,140,24,7,3.5,5,7,0,Gluten,Gujarat,100,side dish,0.05,1.07,55,3,Low
1164,NID530,Grilled Mackerel,Non-Vegetarian,260,0,30,16,0,0,90,Fish,North India,100,dinner,0.1154,1.08,80,1,Low
1165,SID550,Tofu Stir Fry,Vegetarian,180,15,14,8,5,4,0,Gluten,South India,100,dinner,0.0778,1.06,65,3,Low
1166,GJ520,Roast Butternut Squash,Vegetarian,110,25,3,1,6,6,0,Gluten,Gujarat,100,side dish,0.0273,1.05,45,3,Low
1167,NID540,Grilled Cod,Non-Vegetarian,200,0,35,5,0,0,70,Fish,North India,100,dinner,0.175,1.07,75,1,Low
1168,SID560,Boiled Eggs with Avocado,Non-Vegetarian,200,5,12,15,1,3,100,Meat,South India,100,breakfast,0.06,1.08,70,2,Low
1169,GJ530,Vegetable and Lentil Soup,Vegetarian,120,20,8,2,4,6,0,Gluten,Gujarat,100,soup,0.0667,1.06,50,3,Low
